Num_Acc,nb_conducteurs_total,nb_conducteurs_jeunes,pct_conducteurs_jeunes,resp_share_jeunes_total,resp_share_autres_total,resp_share_total_check,p_resp_moyenne_jeunes,resp_share_jeune_1,reason_jeune_1,age_jeune_1,resp_share_jeune_2,reason_jeune_2,age_jeune_2,resp_share_jeune_3,reason_jeune_3,age_jeune_3,resp_share_jeune_4,reason_jeune_4,age_jeune_4
202300000147,2,1,0.5,0.5487618207936289,0.4512381792063711,1.0,0.382252125230751,0.548762,col:2(+2.0);choc:4(+1.0);obsm:2(+0.5);catr:3(+0.5);vma:50(+0.2),20.0,,,,,,,,,
202300000150,2,1,0.5,0.5,0.5,1.0,0.35434369377420444,0.5,col:1(+2.0);choc:1(+0.5);obsm:2(+0.5);catr:2(+0.3);vma:60(+0.4);lum:5(+0.3),25.0,,,,,,,,,
202300000154,2,1,0.5,0.6999496339410891,0.3000503660589109,1.0,0.4255574831883409,0.69995,manv:12(+2.0);col:3(+1.0);obsm:2(+0.5);catr:3(+0.5);vma:50(+0.2);agg:1(+0.3),25.0,,,,,,,,,
202300000158,1,1,1.0,1.0,0.0,1.0,0.03992533395281379,1.0,col:7(+-0.5);vma:50(+0.2),22.0,,,,,,,,,
202300000166,1,1,1.0,1.0,0.0,1.0,0.21081829347774714,1.0,choc:1(+0.5);obsm:1(+1.5);catr:2(+0.3);vma:50(+0.2);lum:5(+0.3),24.0,,,,,,,,,
202300000167,2,1,0.5,0.601253999032594,0.398746000967406,1.0,0.382252125230751,0.601254,col:2(+2.0);choc:4(+1.0);obsm:2(+0.5);vma:70(+0.4);agg:1(+0.3),20.0,,,,,,,,,
202300000176,1,1,1.0,1.0,0.0,1.0,0.2535060166623378,1.0,col:5(+1.5);obsm:1(+1.5);vma:50(+0.2),23.0,,,,,,,,,
202300000189,2,1,0.5,0.5,0.5,1.0,0.12131883789173686,0.5,col:3(+1.0);obsm:2(+0.5);vma:50(+0.2),20.0,,,,,,,,,
202300000192,1,1,1.0,1.0,0.0,1.0,0.07043673089281707,1.0,col:7(+-0.5);catr:3(+0.5);vma:50(+0.2);lum:3(+0.5),23.0,,,,,,,,,
202300000193,1,1,1.0,1.0,0.0,1.0,0.1652048701906146,1.0,col:7(+-0.5);choc:8(+0.5);obs:16(+0.5);catr:2(+0.3);vma:90(+0.8);lum:4(+0.4);agg:1(+0.3),24.0,,,,,,,,,
202300000196,2,1,0.5,0.5625614989162062,0.4374385010837938,1.0,0.18242552380635635,0.562561,col:3(+1.0);choc:1(+0.5);obsm:2(+0.5);vma:30(+0.2);lum:5(+0.3),24.0,,,,,,,,,
202300000201,3,1,0.3333333333333333,0.25033236664482844,0.7496676333551715,1.0,0.440286350732807,0.250332,col:5(+1.5);choc:1(+0.5);obsm:2(+0.5);catr:3(+0.5);vma:90(+0.8);lum:3(+0.5);agg:1(+0.3),24.0,,,,,,,,,
202300000202,1,1,1.0,1.0,0.0,1.0,0.08317269649392238,1.0,choc:1(+0.5);vma:30(+0.2);lum:5(+0.3),21.0,,,,,,,,,
202300000206,2,1,0.5,0.37638337035717623,0.6236166296428238,1.0,0.12131883789173686,0.376383,col:3(+1.0);catr:3(+0.5);vma:50(+0.2),25.0,,,,,,,,,
202300000207,1,1,1.0,1.0,0.0,1.0,0.10909682119561294,1.0,catr:1(+0.5);vma:50(+0.2);lum:3(+0.5);agg:1(+0.3),24.0,,,,,,,,,
202300000209,1,1,1.0,1.0,0.0,1.0,0.20100899975052938,1.0,choc:7(+0.5);obsm:1(+1.5);catr:3(+0.5);vma:30(+0.2),20.0,,,,,,,,,
202300000210,2,1,0.5,0.43868614509008635,0.5613138549099137,1.0,0.15709546888545273,0.438686,col:3(+1.0);obsm:2(+0.5);catr:3(+0.5);vma:50(+0.2),22.0,,,,,,,,,
202300000212,1,1,1.0,1.0,0.0,1.0,0.3143198860617462,1.0,manv:21(+1.0);obsm:1(+1.5);catr:3(+0.5);vma:50(+0.2);lum:3(+0.5),21.0,,,,,,,,,
202300000213,4,1,0.25,0.26270698162886197,0.737293018371138,1.0,0.3143198860617461,0.262707,col:4(+1.0);choc:4(+1.0);obsm:2(+0.5);catr:1(+0.5);vma:70(+0.4);agg:1(+0.3),21.0,,,,,,,,,
202300000215,2,1,0.5,0.5,0.5,1.0,0.15709546888545273,0.5,col:3(+1.0);obsm:2(+0.5);catr:3(+0.5);vma:30(+0.2),25.0,,,,,,,,,
202300000218,5,1,0.2,0.20677195807045667,0.7932280419295433,1.0,0.440286350732807,0.206772,col:4(+1.0);choc:4(+1.0);obsm:2(+0.5);catr:1(+0.5);vma:90(+0.8);lum:3(+0.5);agg:1(+0.3),23.0,,,,,,,,,
202300000226,3,2,0.6666666666666666,0.6419512912472887,0.35804870875271133,1.0,0.2272575082064336,0.358049,col:5(+1.5);choc:1(+0.5);obsm:2(+0.5);catr:3(+0.5);vma:50(+0.2),24.0,0.283903,col:5(+1.5);obsm:2(+0.5);catr:3(+0.5);vma:50(+0.2),21.0,,,,,,
202300000228,1,1,1.0,1.0,0.0,1.0,0.15709546888545273,1.0,obsm:1(+1.5);catr:3(+0.5);vma:50(+0.2),25.0,,,,,,,,,
202300000229,2,2,1.0,1.0,0.0,1.0,0.16213829435342206,0.562561,col:3(+1.0);choc:1(+0.5);obsm:2(+0.5);vma:50(+0.2);lum:5(+0.3),21.0,0.437439,col:3(+1.0);obsm:2(+0.5);vma:50(+0.2);lum:5(+0.3),25.0,,,,,,
202300000231,2,1,0.5,0.5642507050155783,0.4357492949844217,1.0,0.15709546888545273,0.564251,col:3(+1.0);choc:8(+0.5);obsm:2(+0.5);vma:50(+0.2),21.0,,,,,,,,,
202300000232,2,1,0.5,0.5535497492344574,0.44645025076554257,1.0,0.3143198860617461,0.55355,col:3(+1.0);choc:1(+0.5);obsm:2(+0.5);catr:3(+0.5);vma:80(+0.4);lum:3(+0.5);agg:1(+0.3),20.0,,,,,,,,,
202300000238,2,1,0.5,0.4407470343515156,0.5592529656484844,1.0,0.18242552380635635,0.440747,col:3(+1.0);obsm:2(+0.5);catr:3(+0.5);vma:50(+0.2);lum:5(+0.3),20.0,,,,,,,,,
202300000239,1,1,1.0,1.0,0.0,1.0,0.5,1.0,manv:19(+3.0);obsm:1(+1.5);catr:2(+0.3);vma:30(+0.2),20.0,,,,,,,,,
202300000246,2,1,0.5,0.5,0.5,1.0,0.3407396115486146,0.5,col:2(+2.0);choc:4(+1.0);obsm:2(+0.5);vma:50(+0.2);lum:2(+0.2),22.0,,,,,,,,,
